LICENCE CODE,LICENSE DESCRIPTION,YEAR,WEEK,AVERAGE DAYS TO ISSUE LICENSE,MEDIAN DAYS TO ISSUE LICENSE,TOTAL LICENSES ISSUED
1006,Retail Food Establishment,2011,12/26/2011 - 01/01/2012,20.17,14,6
1002,Accessory Garage,2011,12/19/2011 - 12/25/2011,1,1,8
1061,Electronic Equipment Repair,2011,12/19/2011 - 12/25/2011,1,1,2
1010,Limited Business License,2011,12/19/2011 - 12/25/2011,3,1,73
1006,Retail Food Establishment,2011,12/19/2011 - 12/25/2011,28.41,13,27
1010,Limited Business License,2011,12/12/2011 - 12/18/2011,1.34,1,96
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,12/12/2011 - 12/18/2011,12,12,1
1006,Retail Food Establishment,2011,12/12/2011 - 12/18/2011,27.04,14,23
1061,Electronic Equipment Repair,2011,12/05/2011 - 12/11/2011,1,1,2
1010,Limited Business License,2011,12/05/2011 - 12/11/2011,1.78,1,76
1009,Manufacturing Establishments,2011,12/05/2011 - 12/11/2011,5,4,3
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,12/05/2011 - 12/11/2011,1,1,1
1006,Retail Food Establishment,2011,12/05/2011 - 12/11/2011,39.09,13,32
1275,Filling Station,2011,11/28/2011 - 12/04/2011,57,57,2
1010,Limited Business License,2011,11/28/2011 - 12/04/2011,1.72,1,92
1006,Retail Food Establishment,2011,11/28/2011 - 12/04/2011,46.58,19,26
1061,Electronic Equipment Repair,2011,11/21/2011 - 11/27/2011,1,1,2
1275,Filling Station,2011,11/21/2011 - 11/27/2011,7,7,1
1010,Limited Business License,2011,11/21/2011 - 11/27/2011,10.58,1,74
1006,Retail Food Establishment,2011,11/21/2011 - 11/27/2011,29.09,15,32
1061,Electronic Equipment Repair,2011,11/14/2011 - 11/20/2011,1.75,1,4
1275,Filling Station,2011,11/14/2011 - 11/20/2011,8,8,2
1010,Limited Business License,2011,11/14/2011 - 11/20/2011,1.97,1,118
1009,Manufacturing Establishments,2011,11/14/2011 - 11/20/2011,7,7,1
1524,Massage Establishment,2011,11/14/2011 - 11/20/2011,22,22,1
1006,Retail Food Establishment,2011,11/14/2011 - 11/20/2011,39.2,19,20
1061,Electronic Equipment Repair,2011,11/07/2011 - 11/13/2011,1,1,3
1275,Filling Station,2011,11/07/2011 - 11/13/2011,13,13,1
1010,Limited Business License,2011,11/07/2011 - 11/13/2011,1.54,1,94
1524,Massage Establishment,2011,11/07/2011 - 11/13/2011,236,236,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,11/07/2011 - 11/13/2011,1,1,1
1006,Retail Food Establishment,2011,11/07/2011 - 11/13/2011,30.07,21,27
1374,Bed-And-Breakfast Establishment,2011,10/31/2011 - 11/06/2011,362,362,1
1275,Filling Station,2011,10/31/2011 - 11/06/2011,109.75,43,4
1010,Limited Business License,2011,10/31/2011 - 11/06/2011,1.47,1,77
1009,Manufacturing Establishments,2011,10/31/2011 - 11/06/2011,14,14,2
1006,Retail Food Establishment,2011,10/31/2011 - 11/06/2011,34.64,15,36
1061,Electronic Equipment Repair,2011,10/24/2011 - 10/30/2011,1,1,3
1010,Limited Business License,2011,10/24/2011 - 10/30/2011,1.44,1,110
1009,Manufacturing Establishments,2011,10/24/2011 - 10/30/2011,4,4,1
1524,Massage Establishment,2011,10/24/2011 - 10/30/2011,11,11,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,10/24/2011 - 10/30/2011,1,1,1
1006,Retail Food Establishment,2011,10/24/2011 - 10/30/2011,38.17,16,30
1002,Accessory Garage,2011,10/17/2011 - 10/23/2011,3.5,3,2
1061,Electronic Equipment Repair,2011,10/17/2011 - 10/23/2011,1,1,1
1275,Filling Station,2011,10/17/2011 - 10/23/2011,19,19,1
1010,Limited Business License,2011,10/17/2011 - 10/23/2011,1.14,1,106
1009,Manufacturing Establishments,2011,10/17/2011 - 10/23/2011,20.5,20,2
1524,Massage Establishment,2011,10/17/2011 - 10/23/2011,88,88,1
1006,Retail Food Establishment,2011,10/17/2011 - 10/23/2011,60.03,25,38
1002,Accessory Garage,2011,10/10/2011 - 10/16/2011,13,13,1
1061,Electronic Equipment Repair,2011,10/10/2011 - 10/16/2011,17,12,5
1010,Limited Business License,2011,10/10/2011 - 10/16/2011,5.99,1,79
1524,Massage Establishment,2011,10/10/2011 - 10/16/2011,28,28,1
1006,Retail Food Establishment,2011,10/10/2011 - 10/16/2011,26.57,13,30
1061,Electronic Equipment Repair,2011,10/03/2011 - 10/09/2011,7.33,7,3
1010,Limited Business License,2011,10/03/2011 - 10/09/2011,1.18,1,88
1006,Retail Food Establishment,2011,10/03/2011 - 10/09/2011,27.39,15,38
1374,Bed-And-Breakfast Establishment,2011,09/26/2011 - 10/02/2011,8,8,1
1061,Electronic Equipment Repair,2011,09/26/2011 - 10/02/2011,10,10,1
1275,Filling Station,2011,09/26/2011 - 10/02/2011,29,29,1
1010,Limited Business License,2011,09/26/2011 - 10/02/2011,1.31,1,104
1006,Retail Food Establishment,2011,09/26/2011 - 10/02/2011,53.97,18,37
1061,Electronic Equipment Repair,2011,09/19/2011 - 09/25/2011,294,294,1
1010,Limited Business License,2011,09/19/2011 - 09/25/2011,4.23,1,100
1009,Manufacturing Establishments,2011,09/19/2011 - 09/25/2011,131,131,1
1006,Retail Food Establishment,2011,09/19/2011 - 09/25/2011,38.2,19,20
1061,Electronic Equipment Repair,2011,09/12/2011 - 09/18/2011,14.75,14,4
1275,Filling Station,2011,09/12/2011 - 09/18/2011,26,26,1
1010,Limited Business License,2011,09/12/2011 - 09/18/2011,4.43,1,112
1009,Manufacturing Establishments,2011,09/12/2011 - 09/18/2011,76.33,22,3
1524,Massage Establishment,2011,09/12/2011 - 09/18/2011,23,23,1
1006,Retail Food Establishment,2011,09/12/2011 - 09/18/2011,25.33,19,36
1061,Electronic Equipment Repair,2011,09/05/2011 - 09/11/2011,30,30,1
1275,Filling Station,2011,09/05/2011 - 09/11/2011,27,27,1
1010,Limited Business License,2011,09/05/2011 - 09/11/2011,2.98,1,57
1009,Manufacturing Establishments,2011,09/05/2011 - 09/11/2011,26,26,1
1524,Massage Establishment,2011,09/05/2011 - 09/11/2011,38,38,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,09/05/2011 - 09/11/2011,13,13,1
1006,Retail Food Establishment,2011,09/05/2011 - 09/11/2011,47.16,30,25
1061,Electronic Equipment Repair,2011,08/29/2011 - 09/04/2011,8,8,1
1010,Limited Business License,2011,08/29/2011 - 09/04/2011,2.67,1,101
1006,Retail Food Establishment,2011,08/29/2011 - 09/04/2011,37.22,16,32
1002,Accessory Garage,2011,08/22/2011 - 08/28/2011,12,12,1
1061,Electronic Equipment Repair,2011,08/22/2011 - 08/28/2011,9,9,1
1275,Filling Station,2011,08/22/2011 - 08/28/2011,23.5,23,2
1010,Limited Business License,2011,08/22/2011 - 08/28/2011,5.61,1,88
1009,Manufacturing Establishments,2011,08/22/2011 - 08/28/2011,33,33,2
1524,Massage Establishment,2011,08/22/2011 - 08/28/2011,98,98,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,08/22/2011 - 08/28/2011,28,28,2
1006,Retail Food Establishment,2011,08/22/2011 - 08/28/2011,52.78,28,32
1061,Electronic Equipment Repair,2011,08/15/2011 - 08/21/2011,22,22,2
1275,Filling Station,2011,08/15/2011 - 08/21/2011,66,66,1
1010,Limited Business License,2011,08/15/2011 - 08/21/2011,1.71,1,91
1009,Manufacturing Establishments,2011,08/15/2011 - 08/21/2011,121,121,2
1006,Retail Food Establishment,2011,08/15/2011 - 08/21/2011,33.38,21,24
1061,Electronic Equipment Repair,2011,08/08/2011 - 08/14/2011,9,9,1
1275,Filling Station,2011,08/08/2011 - 08/14/2011,177.5,177,2
1010,Limited Business License,2011,08/08/2011 - 08/14/2011,3.63,1,92
1524,Massage Establishment,2011,08/08/2011 - 08/14/2011,34.5,34,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,08/08/2011 - 08/14/2011,20,20,1
1006,Retail Food Establishment,2011,08/08/2011 - 08/14/2011,43.39,21,38
1061,Electronic Equipment Repair,2011,08/01/2011 - 08/07/2011,123,123,1
1010,Limited Business License,2011,08/01/2011 - 08/07/2011,1.78,1,73
1524,Massage Establishment,2011,08/01/2011 - 08/07/2011,124,124,1
1006,Retail Food Establishment,2011,08/01/2011 - 08/07/2011,34.14,14,22
1002,Accessory Garage,2011,07/25/2011 - 07/31/2011,4,4,1
1275,Filling Station,2011,07/25/2011 - 07/31/2011,16,16,1
1010,Limited Business License,2011,07/25/2011 - 07/31/2011,1.68,1,66
1009,Manufacturing Establishments,2011,07/25/2011 - 07/31/2011,14,14,1
1006,Retail Food Establishment,2011,07/25/2011 - 07/31/2011,78.48,35,29
1002,Accessory Garage,2011,07/18/2011 - 07/24/2011,4,4,1
1061,Electronic Equipment Repair,2011,07/18/2011 - 07/24/2011,18,18,1
1010,Limited Business License,2011,07/18/2011 - 07/24/2011,4.15,1,89
1009,Manufacturing Establishments,2011,07/18/2011 - 07/24/2011,7,7,2
1006,Retail Food Establishment,2011,07/18/2011 - 07/24/2011,69.23,19,30
1275,Filling Station,2011,07/11/2011 - 07/17/2011,1,1,1
1010,Limited Business License,2011,07/11/2011 - 07/17/2011,4.23,1,91
1009,Manufacturing Establishments,2011,07/11/2011 - 07/17/2011,177,177,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,07/11/2011 - 07/17/2011,14,14,1
1006,Retail Food Establishment,2011,07/11/2011 - 07/17/2011,43.56,20,32
1061,Electronic Equipment Repair,2011,07/04/2011 - 07/10/2011,27,27,1
1010,Limited Business License,2011,07/04/2011 - 07/10/2011,1.2,1,55
1006,Retail Food Establishment,2011,07/04/2011 - 07/10/2011,24.35,22,23
1061,Electronic Equipment Repair,2011,06/27/2011 - 07/03/2011,11,11,2
1010,Limited Business License,2011,06/27/2011 - 07/03/2011,2.68,1,94
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,06/27/2011 - 07/03/2011,8,8,1
1006,Retail Food Establishment,2011,06/27/2011 - 07/03/2011,32.63,15,32
1002,Accessory Garage,2011,06/20/2011 - 06/26/2011,48,48,2
1061,Electronic Equipment Repair,2011,06/20/2011 - 06/26/2011,18,18,1
1010,Limited Business License,2011,06/20/2011 - 06/26/2011,2.72,1,81
1524,Massage Establishment,2011,06/20/2011 - 06/26/2011,51.67,55,3
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,06/20/2011 - 06/26/2011,20,18,4
1006,Retail Food Establishment,2011,06/20/2011 - 06/26/2011,48.36,25,25
1061,Electronic Equipment Repair,2011,06/13/2011 - 06/19/2011,10.71,9,7
1275,Filling Station,2011,06/13/2011 - 06/19/2011,12,12,1
1010,Limited Business License,2011,06/13/2011 - 06/19/2011,1.46,1,69
1009,Manufacturing Establishments,2011,06/13/2011 - 06/19/2011,115.5,115,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,06/13/2011 - 06/19/2011,9,9,1
1006,Retail Food Establishment,2011,06/13/2011 - 06/19/2011,29.16,14,37
1061,Electronic Equipment Repair,2011,06/06/2011 - 06/12/2011,20,20,1
1010,Limited Business License,2011,06/06/2011 - 06/12/2011,4.8,1,89
1524,Massage Establishment,2011,06/06/2011 - 06/12/2011,50,50,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,06/06/2011 - 06/12/2011,15,15,2
1006,Retail Food Establishment,2011,06/06/2011 - 06/12/2011,52.3,19,23
1061,Electronic Equipment Repair,2011,05/30/2011 - 06/05/2011,13,13,1
1275,Filling Station,2011,05/30/2011 - 06/05/2011,18,18,2
1010,Limited Business License,2011,05/30/2011 - 06/05/2011,1.31,1,70
1524,Massage Establishment,2011,05/30/2011 - 06/05/2011,47,47,1
1006,Retail Food Establishment,2011,05/30/2011 - 06/05/2011,45.25,19,20
1061,Electronic Equipment Repair,2011,05/23/2011 - 05/29/2011,57.25,22,4
1010,Limited Business License,2011,05/23/2011 - 05/29/2011,4.28,1,93
1009,Manufacturing Establishments,2011,05/23/2011 - 05/29/2011,81.25,62,4
1524,Massage Establishment,2011,05/23/2011 - 05/29/2011,19,20,3
1006,Retail Food Establishment,2011,05/23/2011 - 05/29/2011,33.45,18,38
1275,Filling Station,2011,05/16/2011 - 05/22/2011,20,20,1
1010,Limited Business License,2011,05/16/2011 - 05/22/2011,4.92,1,95
1009,Manufacturing Establishments,2011,05/16/2011 - 05/22/2011,10.33,12,3
1006,Retail Food Establishment,2011,05/16/2011 - 05/22/2011,61.95,19,21
1002,Accessory Garage,2011,05/09/2011 - 05/15/2011,8,8,1
1010,Limited Business License,2011,05/09/2011 - 05/15/2011,2.13,1,70
1524,Massage Establishment,2011,05/09/2011 - 05/15/2011,23,23,1
1006,Retail Food Establishment,2011,05/09/2011 - 05/15/2011,17.57,12,30
1002,Accessory Garage,2011,05/02/2011 - 05/08/2011,6,6,1
1061,Electronic Equipment Repair,2011,05/02/2011 - 05/08/2011,8,8,1
1275,Filling Station,2011,05/02/2011 - 05/08/2011,18,18,1
1010,Limited Business License,2011,05/02/2011 - 05/08/2011,2.19,1,90
1009,Manufacturing Establishments,2011,05/02/2011 - 05/08/2011,7,7,1
1524,Massage Establishment,2011,05/02/2011 - 05/08/2011,38.33,32,3
1006,Retail Food Establishment,2011,05/02/2011 - 05/08/2011,33.71,13,34
1061,Electronic Equipment Repair,2011,04/25/2011 - 05/01/2011,15.33,18,3
1010,Limited Business License,2011,04/25/2011 - 05/01/2011,1.36,1,78
1009,Manufacturing Establishments,2011,04/25/2011 - 05/01/2011,15.33,19,3
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,04/25/2011 - 05/01/2011,29.33,25,3
1006,Retail Food Establishment,2011,04/25/2011 - 05/01/2011,49.46,23,24
1275,Filling Station,2011,04/18/2011 - 04/24/2011,34, ,2
1010,Limited Business License,2011,04/18/2011 - 04/24/2011,1.08,1,84
1009,Manufacturing Establishments,2011,04/18/2011 - 04/24/2011,4,4,1
1006,Retail Food Establishment,2011,04/18/2011 - 04/24/2011,55.97,17,33
1061,Electronic Equipment Repair,2011,04/11/2011 - 04/17/2011,27,27,1
1275,Filling Station,2011,04/11/2011 - 04/17/2011,26,26,2
1010,Limited Business License,2011,04/11/2011 - 04/17/2011,1.48, ,85
1524,Massage Establishment,2011,04/11/2011 - 04/17/2011,59.5,59,2
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,04/11/2011 - 04/17/2011,39,39,1
1006,Retail Food Establishment,2011,04/11/2011 - 04/17/2011,72.52,26,21
1061,Electronic Equipment Repair,2011,04/04/2011 - 04/10/2011,11,11,1
1010,Limited Business License,2011,04/04/2011 - 04/10/2011,2.84,1,103
1009,Manufacturing Establishments,2011,04/04/2011 - 04/10/2011,19.5,19,2
1524,Massage Establishment,2011,04/04/2011 - 04/10/2011,177,177,1
1570,Motor Vehicle Repair: Engine/Body(Class III),2011,04/04/2011 - 04/10/2011,25.33, ,3
1006,Retail Food Establishment,2011,04/04/2011 - 04/10/2011,23.86,13,22
